id,duration,src_bytes,class,count
35523,0,0,1,137
35524,0,1355,0,1
35525,0,0,1,174
35526,8615,1,1,2
35527,0,520,1,455
35528,0,8,1,1
35529,0,0,1,26
35530,0,1272,0,1
35531,0,0,1,290
35532,0,0,1,210
35533,0,221,0,13
35534,0,0,1,121
35535,0,1262,0,1
35536,0,8737,0,7
35537,0,0,1,250
35538,0,0,0,1
35539,0,0,1,244
35540,0,330,0,10
35541,0,213,0,1
35542,0,0,1,120
35543,0,244,0,1
35544,0,0,1,298
35545,0,0,1,242
35546,12,7045,1,2
35547,0,198,0,21
35548,0,54540,1,1
35549,0,340,0,1
35550,0,0,1,73
35551,0,0,1,203
35552,0,228,0,9
35553,29,1067,0,1
35554,0,0,1,68
35555,0,0,1,295
35556,0,334,1,2
35557,0,230,0,2
35558,0,0,1,2
35559,0,0,1,300
35560,0,242,0,6
35561,0,520,1,133
35562,0,8,1,1
35563,0,292,0,8
35564,0,0,1,297
35565,0,222,0,5
35566,0,317,0,5
35567,0,0,1,145
35568,0,46,0,124
35569,0,0,1,132
35570,0,45,0,218
35571,5,105,0,2
35572,0,0,1,220
35573,0,8,1,1
35574,0,351,0,10
35575,2210,147,0,4
35576,0,8,1,1
35577,0,1032,1,48
35578,0,169,0,4
35579,0,0,1,144
35580,0,36,0,2
35581,0,346,0,1
35582,0,45,0,167
35583,0,252,0,6
35584,0,44,0,206
35585,0,209,0,6
35586,0,0,1,222
35587,0,224,0,20
35588,0,0,1,204
35589,0,0,1,1
35590,0,0,1,192
35591,0,8,1,1
35592,0,202,0,17
35593,17594,1,1,2
35594,0,4892,0,8
35595,0,0,1,288
35596,0,217,0,4
35597,0,478,0,11
35598,0,257,0,20
35599,0,220,0,23
35600,0,516,0,145
35601,0,8,1,1
35602,0,0,1,1
35603,0,316,0,2
35604,0,380,0,4
35605,0,44,0,1
35606,540,518,0,2
35607,0,9,0,2
35608,0,0,1,106
35609,0,236,0,27
35610,0,0,0,1
35611,0,292,0,22
35612,0,12161,0,1
35613,0,45,0,158
35614,0,8,1,1
35615,0,0,1,106
35616,0,0,0,1
35617,0,269,0,1
35618,0,0,1,213
35619,0,0,1,509
35620,0,14,0,2
35621,0,327,0,4
35622,0,7,0,1
35623,0,0,1,248
35624,0,639,0,1
35625,0,0,1,1
35626,0,0,1,207
35627,0,226,0,11
35628,0,246,0,2
35629,0,0,1,40
35630,0,0,1,93
35631,0,0,1,1
35632,0,305,0,2
35633,0,0,1,126
35634,0,291,0,6
35635,0,291,0,5
35636,0,0,1,300
35637,0,218,0,6
35638,0,0,1,141
35639,0,218,0,10
35640,0,208,0,11
35641,0,269,0,6
35642,0,219,0,9
35643,0,8,1,1
35644,0,221,0,8
35645,0,218,0,15
35646,1,1656,0,1
35647,0,171,0,1
35648,0,0,1,1
35649,2,2207,0,1
35650,0,0,1,243
35651,0,403,0,7
35652,1,10,1,4
35653,0,0,1,1
35654,0,0,1,1
35655,0,42,0,2
35656,0,325,0,1
35657,0,222,0,7
35658,0,0,1,129
35659,0,0,1,1
35660,0,0,0,1
35661,0,2900,0,1
35662,0,43,0,160
35663,0,0,1,237
35664,0,0,1,509
35665,0,0,1,254
35666,0,0,1,234
35667,0,1,1,6
35668,0,0,1,229
35669,17864,1,1,2
35670,0,219,0,4
35671,0,59,0,17
35672,0,0,1,131
35673,0,0,1,2
35674,2625,146,0,3
35675,0,252,0,10
35676,0,1032,1,511
35677,0,0,1,34
35678,0,0,1,114
35679,0,10044,0,9
35680,0,0,1,128
35681,0,8,1,1
35682,0,232,0,5
35683,0,284,0,5
35684,0,211,0,2
35685,43,29,0,1
35686,13208,7971,0,1
35687,0,8,1,1
35688,0,224,0,46
35689,0,146,0,1
35690,0,0,1,252
35691,5,136,0,1
35692,0,0,1,255
35693,0,0,1,130
35694,0,0,1,2
35695,0,0,1,44
35696,0,0,1,1
35697,0,310,0,15
35698,0,0,1,138
35699,0,0,1,27
35700,0,193,0,4
35701,0,197,0,22
35702,0,8,1,1
35703,0,0,1,122
35704,1,353,0,1
35705,0,8,1,1
35706,0,44,0,192
35707,0,0,1,30
35708,0,0,1,236
35709,0,301,0,2
35710,0,317,0,24
35711,0,33,0,1
35712,0,1742,0,1
35713,0,219,0,7
35714,0,315,0,2
35715,0,299,0,9
35716,0,1,1,70
35717,0,0,1,113
35718,0,0,1,123
35719,0,238,0,11
35720,0,0,0,2
35721,0,1,1,13
35722,0,0,1,74
35723,0,190,0,2
35724,0,1032,1,511
35725,0,0,1,242
35726,0,203,0,7
35727,0,71,0,2
35728,0,207,0,5
35729,0,1032,1,511
35730,0,351,0,5
35731,0,135,0,7
35732,0,0,1,234
35733,0,0,0,1
35734,0,15876,0,16
35735,0,0,1,215
35736,0,0,1,237
35737,0,0,1,84
35738,0,0,1,287
35739,11,26280,1,5
35740,0,2212,0,1
35741,0,301,0,2
35742,0,213,0,3
35743,0,0,1,128
35744,0,15377,0,4
35745,0,284,0,27
35746,0,223,0,12
35747,0,0,1,229
35748,0,0,1,287
35749,0,167,0,5
35750,0,0,1,241
35751,0,1269,0,2
35752,0,0,1,266
35753,1,1216,0,1
35754,0,242,0,11
35755,733,99,0,4
35756,0,270,0,1
35757,0,0,1,196
35758,0,0,1,106
35759,0,241,0,1
35760,0,8,1,1
35761,0,516,0,397
35762,0,0,1,123
35763,2625,146,0,4
35764,0,232,0,3
35765,3,2764,0,1
35766,0,204,0,2
35767,1293,147,0,7
35768,28,1484,0,1
35769,0,238,0,23
35770,0,78,0,22
35771,0,28,1,50
35772,0,0,1,276
35773,0,128,0,230
35774,0,0,1,261
35775,0,0,1,231
35776,0,61298,0,7
35777,0,287,0,1
35778,0,291,0,8
35779,0,0,1,123
35780,0,0,1,61
35781,0,1032,1,511
35782,0,0,1,144
35783,4,912,0,1
35784,0,401,0,14
35785,0,8,1,1
35786,0,262,0,15
35787,0,192,0,2
35788,0,46,0,68
35789,0,0,1,233
35790,0,391,0,30
35791,0,172,0,1
35792,0,54540,1,2
35793,0,224,0,4
35794,0,0,1,100
35795,0,0,1,287
35796,0,262,0,1
35797,0,0,1,121
35798,0,0,1,113
35799,0,0,0,2
35800,0,0,1,83
35801,0,8,1,1
35802,0,252,0,2
35803,0,298,0,9
35804,0,192,0,2
35805,0,0,1,121
35806,0,324,0,51
35807,0,1216,0,1
35808,0,43,0,3
35809,0,308,0,9
35810,0,0,1,91
35811,0,220,0,18
35812,0,43,0,119
35813,27161,1,1,2
35814,0,291,0,1
35815,0,0,1,150
35816,0,0,1,126
35817,0,297,0,18
35818,0,0,1,281
35819,0,6601,0,18
35820,0,45,0,131
35821,0,292,0,1
35822,0,0,1,233
35823,0,6,0,1
35824,0,43,0,147
35825,0,0,1,127
35826,4,899,0,2
35827,0,0,1,110
35828,0,44,0,152
35829,0,0,1,110
35830,0,213,0,40
35831,0,0,1,204
35832,4050,145,0,1
35833,0,219,0,6
35834,0,0,1,295
35835,0,182,0,5
35836,0,0,1,20
35837,0,1109,0,1
35838,0,30,0,1
35839,0,28,1,31
35840,0,33,0,1
35841,0,0,1,1
35842,0,315,0,13
35843,0,377,0,3
35844,0,0,1,109
35845,0,0,1,1
35846,0,0,1,139
35847,0,1,1,9
35848,0,283,0,2
35849,0,8,1,1
35850,0,203,0,15
35851,0,0,1,37
35852,0,0,1,509
35853,2230,146,0,3
35854,0,226,0,3
35855,0,263,0,17
35856,0,0,1,136
35857,0,0,1,136
35858,12471,145,0,4
35859,0,334,1,1
35860,0,30,0,2
35861,0,1032,1,510
35862,0,196,0,1
35863,5044,5131424,1,1
35864,0,221,0,4
35865,0,313,0,9
35866,0,221,0,12
35867,1079,147,0,3
35868,5350,1,1,2
35869,0,0,1,237
35870,0,0,1,218
35871,0,1032,1,80
35872,0,193,0,19
35873,0,8,1,1
35874,0,0,1,1
35875,0,0,1,105
35876,0,0,1,150
35877,0,45,0,134
35878,0,212,0,1
35879,0,40494,0,10
35880,0,0,1,149
35881,0,0,1,76
35882,0,0,1,510
35883,0,0,1,245
35884,0,315,0,1
35885,0,221,0,3
35886,0,105,0,7
35887,0,0,1,202
35888,0,8,1,1
35889,0,0,1,220
35890,0,0,1,260
35891,0,0,1,290
35892,0,331,0,8
35893,1,728,0,1
35894,0,0,1,34
35895,0,0,1,254
35896,0,0,1,140
35897,86,161,0,1
35898,0,54540,1,2
35899,0,0,1,279
35900,0,311,0,14
35901,0,1032,1,164
35902,0,158,0,1
35903,0,0,1,260
35904,0,355,0,3
35905,0,293,0,16
35906,0,216,0,6
35907,0,217,0,20
35908,0,44,0,235
35909,0,0,1,257
35910,1,865,0,1
35911,0,169,0,1
35912,0,44,0,71
35913,0,0,1,125
35914,0,0,1,206
35915,0,0,1,223
35916,0,1032,1,510
35917,0,44,0,87
35918,0,0,1,128
35919,0,197,0,31
35920,0,8,1,1
35921,0,197,0,17
35922,0,28,1,82
35923,0,0,1,222
35924,0,0,1,127
35925,0,232,0,6
35926,0,220,0,13
35927,0,143,0,9
35928,0,0,1,262
35929,0,29,0,1
35930,0,0,1,189
35931,0,0,1,113
35932,0,0,1,511
35933,0,0,1,202
35934,0,28,1,8
35935,2,1903,0,1
35936,0,1122,0,1
35937,0,18,1,1
35938,0,0,1,131
35939,0,0,1,159
35940,0,10,0,1
35941,0,19,0,3
35942,0,347,0,2
35943,0,0,1,193
35944,0,0,1,65
35945,0,233,0,38
35946,3,0,1,250
35947,0,0,1,102
35948,0,211,0,7
35949,0,0,1,229
35950,0,0,0,11
35951,0,220,0,23
35952,0,211,0,15
35953,0,298,0,6
35954,0,0,1,277
35955,0,0,1,229
35956,0,308,0,1
35957,40929,1,1,2
35958,0,30,0,1
35959,0,510,0,12
35960,0,30,0,5
35961,0,0,1,217
35962,0,0,1,91
35963,0,194,0,2
35964,0,8,1,1
35965,0,0,1,76
35966,0,0,1,204
35967,0,8,1,1
35968,0,520,1,482
35969,0,0,1,101
35970,0,0,1,144
35971,0,0,1,129
35972,0,1,1,136
35973,0,0,1,132
35974,0,0,1,192
35975,0,0,0,1
35976,0,306,0,17
35977,0,168,0,1
35978,0,0,1,129
35979,0,0,1,134
35980,0,0,1,209
35981,0,345,0,2
35982,0,306,0,1
35983,0,0,1,123
35984,0,0,1,278
35985,0,0,1,265
35986,0,0,1,193
35987,0,231,0,2
35988,0,268,0,7
35989,0,33,0,1
35990,0,5558,0,16
35991,0,192,0,2
35992,0,295,0,6
35993,0,320,0,7
35994,0,0,1,1
35995,0,232,0,9
35996,0,0,1,114
35997,0,43,0,305
35998,0,0,1,210
35999,0,0,1,255
36000,0,1,1,33
36001,0,0,1,183
36002,0,501760,0,1
36003,0,54540,1,2
36004,0,224,0,42
36005,0,1032,1,511
36006,0,2039,0,1
36007,0,0,1,104
36008,0,0,1,238
36009,0,309,0,2
36010,0,1214,0,13
36011,0,0,1,147
36012,991,1,1,2
36013,0,0,1,214
36014,0,0,1,214
36015,0,0,1,49
36016,0,1199,0,9
36017,0,0,1,23
36018,0,0,1,1
36019,0,219,0,1
36020,0,0,1,110
36021,1,0,1,280
36022,0,36,0,10
36023,0,0,1,217
36024,0,10073,0,15
36025,17764,1,1,2
36026,0,0,0,1
36027,0,284,0,2
36028,0,54540,1,1
36029,4112,146,0,2
36030,0,0,1,102
36031,0,231,0,3
36032,39236,1,1,2
36033,0,212,0,14
36034,0,0,0,1
36035,0,105,0,8
36036,0,2005,0,1
36037,4,1347,0,1
36038,0,0,1,122
36039,0,0,1,2
36040,0,0,1,255
36041,0,201,0,17
36042,0,32,0,2
36043,0,0,1,213
36044,0,0,1,7
36045,0,0,1,511
36046,0,54540,1,5
36047,0,8,1,1
36048,0,0,1,82
36049,0,174,0,1
36050,0,330,0,4
36051,0,0,1,249
36052,0,0,1,104
36053,0,219,0,12
36054,0,12,0,2
36055,0,46,0,80
36056,0,281,0,3
36057,0,291,0,2
36058,0,1809,0,1
36059,0,292,0,3
36060,0,0,1,250
36061,33,10,0,1
36062,0,245,0,15
36063,0,0,1,261
36064,0,0,0,1
36065,0,0,1,274
36066,0,0,1,147
36067,0,45,0,148
36068,0,8,1,1
36069,0,1032,1,510
36070,0,0,1,142
36071,0,213,0,3
36072,0,157,0,5
36073,0,0,0,29
36074,0,0,1,140
36075,10,105,0,2
36076,0,0,1,253
36077,0,0,1,65
36078,0,246,0,1
36079,1,760,0,1
36080,0,233,0,8
36081,0,0,1,327
36082,0,0,1,111
36083,0,174,0,1
36084,0,44,0,106
36085,0,0,1,132
36086,0,364,0,10
36087,0,0,1,70
36088,0,0,1,295
36089,0,312,0,13
36090,0,0,0,1
36091,0,249,0,5
36092,0,0,1,316
36093,0,189,0,11
36094,0,214,0,14
36095,0,0,1,55
36096,0,78,0,26
36097,0,0,1,102
36098,0,0,1,125
36099,0,220,0,42
36100,0,100,0,1
36101,0,0,1,114
36102,0,0,1,226
36103,0,207,0,31
36104,0,8,1,1
36105,0,0,1,1
36106,0,296,0,2
36107,0,235,0,5
36108,0,0,1,125
36109,0,225,0,4
36110,0,46,0,104
36111,0,261,0,1
36112,0,3565,0,1
36113,3774,147,0,1
36114,0,495,0,1
36115,0,144,0,1
36116,0,0,1,268
36117,0,3676,0,4
36118,0,211,0,8
36119,0,0,1,128
36120,0,1032,1,160
36121,0,0,1,112
36122,0,8,1,1
36123,0,0,1,161
36124,0,3836,0,15
36125,0,0,1,165
36126,0,0,1,248
36127,0,327,0,12
36128,0,44,0,74
36129,0,1,1,33
36130,0,0,1,1
36131,0,0,1,290
36132,0,105,0,1
36133,0,0,1,80
36134,0,0,1,29
36135,0,0,1,275
36136,0,44,0,66
36137,11905,145,0,1
36138,16549,4662,0,1
36139,0,0,1,270
36140,0,231,0,10
36141,0,0,1,290
36142,0,196,0,6
36143,0,0,1,121
36144,0,336,0,4
36145,0,309,0,6
36146,0,0,1,195
36147,249,145,0,1
36148,0,319,0,10
36149,0,126,1,2
36150,0,198,0,11
36151,0,0,1,110
36152,0,0,1,2
36153,0,0,1,460
36154,0,42,0,6
36155,0,0,1,298
36156,0,26,0,2
36157,0,0,1,16
36158,0,1032,1,511
36159,0,276,0,5
36160,0,258,0,1
36161,420,275,0,1
36162,0,0,1,80
36163,11385,1548,0,1
36164,0,219,0,5
36165,0,43,0,245
36166,0,1032,1,510
36167,0,78,0,38
36168,0,334,1,1
36169,0,0,1,111
36170,0,355,0,8
36171,0,303,0,10
36172,0,212,0,5
36173,0,8,1,1
36174,0,290,0,6
36175,0,43,0,66
36176,0,0,0,1
36177,0,42,0,180
36178,0,1403,0,1
36179,0,0,1,158
36180,0,0,1,254
36181,0,1032,1,511
36182,0,0,1,197
36183,0,233,0,1
36184,0,6469,0,1
36185,0,144,0,7
36186,0,1030,0,1
36187,0,0,1,150
36188,0,54540,1,3
36189,0,295,0,13
36190,0,0,1,1
36191,0,0,1,511
36192,0,43,0,64
36193,0,166,0,1
36194,0,0,1,200
36195,0,44,0,55
36196,0,170,0,14
36197,0,0,1,284
36198,0,0,1,241
36199,0,0,1,195
36200,0,0,1,206
36201,2,1225,0,1
36202,0,276,0,28
36203,0,0,1,280
36204,0,202,0,17
36205,0,0,1,108
36206,0,45,0,260
36207,0,0,1,117
36208,0,45,0,34
36209,0,320,0,12
36210,0,34,0,3
36211,22256,1,1,2
36212,0,292,0,11
36213,0,2232,0,1
36214,0,810,0,1
36215,0,8,1,1
36216,0,0,1,292
36217,0,220,0,12
36218,0,105,0,8
36219,0,0,1,153
36220,0,0,1,232
36221,0,0,0,1
36222,0,16,0,1
36223,0,0,1,84
36224,0,278,0,1
36225,0,365,0,8
36226,0,186,0,5
36227,0,43,0,218
36228,0,306,0,3
36229,0,0,1,173
36230,0,311,0,55
36231,0,0,1,60
36232,0,0,1,141
36233,0,0,1,257
36234,0,0,1,247
36235,0,0,1,234
36236,0,0,1,113
36237,0,316,0,21
36238,0,0,1,129
36239,0,0,1,121
36240,0,501760,0,1
36241,0,144,0,2
36242,0,1464,0,1
36243,0,0,1,104
36244,0,8,1,1
36245,0,0,1,164
36246,0,0,1,2
36247,0,46,0,220
36248,0,0,1,12
36249,0,3775,0,21
36250,0,0,1,511
36251,0,0,1,106
36252,20,229,0,1
36253,7360,1317,0,4
36254,0,0,1,136
36255,0,8,1,1
36256,0,252,0,2
36257,0,779,0,1
36258,0,0,1,9
36259,0,0,1,251
36260,0,287,0,16
36261,0,0,1,150
36262,0,59,0,23
36263,0,43,0,114
36264,0,0,1,217
36265,31481,1,1,2
36266,0,0,1,276
36267,0,8,1,1
36268,0,0,1,231
36269,0,1,1,161
36270,0,0,1,288
36271,0,1032,1,194
36272,0,0,1,148
36273,0,54540,1,2
36274,0,0,1,288
36275,0,320,0,11
36276,23,301,0,1
36277,0,0,1,195
36278,0,0,1,207
36279,0,0,1,1
36280,0,1032,1,511
36281,0,0,1,245
36282,0,0,1,112
36283,0,303,0,11
36284,0,30,0,5
36285,0,44,0,151
36286,0,0,1,235
36287,0,228,0,2
36288,0,0,1,282
36289,15,2775,0,1
36290,0,325,0,6
36291,0,0,1,23
36292,0,8,1,1
36293,0,1032,1,33
36294,0,287,0,7
36295,0,210,0,5
36296,0,321,0,2
36297,0,242,0,9
36298,1440,147,0,1
36299,0,0,1,252
36300,0,0,1,192
36301,0,0,1,133
36302,5,878,0,1
36303,0,215,0,1
36304,0,0,0,1
36305,0,234,0,3
36306,0,1,1,21
36307,0,285,0,5
36308,0,0,1,1
36309,0,0,1,143
36310,0,45,0,3
36311,0,286,0,7
36312,0,54540,1,5
36313,0,209,0,2
36314,0,0,1,219
36315,0,1032,1,511
36316,0,0,1,201
36317,0,43,0,103
36318,0,26,0,2
36319,0,0,1,148
36320,30277,1,1,2
36321,0,0,1,191
36322,0,169,0,4
36323,0,330,0,1
36324,0,0,1,257
36325,0,247,0,25
36326,0,302,0,2
36327,0,161,0,6
36328,0,0,1,48
36329,0,199,0,35
36330,0,265,0,33
36331,0,46,0,221
36332,0,0,1,230
36333,0,247,0,1
36334,0,0,1,135
36335,0,1339,0,3
36336,22,438,0,1
36337,0,1032,1,237
36338,0,1,1,20
36339,0,0,1,246
36340,0,0,1,247
36341,0,0,1,509
36342,0,0,1,147
36343,0,240,0,8
36344,0,0,1,98
36345,0,217,0,10
36346,0,0,1,282
36347,0,1480,1,1
36348,0,8,1,1
36349,0,288,0,4
36350,0,0,1,112
36351,0,0,1,246
36352,0,214,0,1
36353,0,0,1,128
36354,0,0,1,144
36355,0,0,1,145
36356,0,105,0,1
36357,0,977,0,1
36358,0,1,1,26
36359,0,45,0,259
36360,6860,145,0,2
36361,0,11376,0,4
36362,0,0,1,509
36363,0,0,1,261
36364,0,235,0,7
36365,0,0,0,2
36366,0,105,0,2
36367,0,221,0,3
36368,0,1,1,10
36369,0,314,0,11
36370,0,0,1,118
36371,1,1260,1,1
36372,0,54540,1,5
36373,0,0,1,263
36374,0,0,1,231
36375,0,0,0,1
36376,0,0,1,260
36377,0,244,0,34
36378,0,30,0,2
36379,0,1032,1,305
36380,0,225,0,11
36381,0,35,0,3
36382,0,1,1,37
36383,0,45,0,76
36384,0,0,1,130
36385,0,43,0,168
36386,0,206,0,17
36387,0,0,1,2
36388,0,0,1,481
36389,0,260,0,1
36390,0,219,0,2
36391,0,44,0,71
36392,0,0,1,21
36393,3,1149,0,1
36394,0,0,1,130
36395,0,293,0,33
36396,5213,576,0,1
36397,5,6,1,3
36398,0,0,1,147
36399,0,54540,1,4
36400,0,0,1,141
36401,0,209,0,3
36402,0,43,0,78
36403,0,34,0,1
36404,0,2609,0,1
36405,0,0,1,272
36406,0,249,0,6
36407,0,0,1,244
36408,0,43,0,148
36409,1,801,0,1
36410,0,0,1,199
36411,0,0,1,103
36412,0,748,0,1
36413,0,194,0,10
36414,0,46,0,64
36415,0,207,0,13
36416,0,306,0,7
36417,0,0,1,52
36418,0,45,0,124
36419,36,1375,0,1
36420,0,0,1,129
36421,0,293,0,16
36422,0,45,0,273
36423,0,2881,0,2
36424,0,2881,0,1
36425,0,201,0,2
36426,0,0,1,128
36427,0,0,1,283
36428,0,43,0,147
36429,0,280,0,3
36430,0,28,1,6
36431,0,0,1,299
36432,0,252,0,19
36433,0,244,0,13
36434,0,306,0,4
36435,0,0,1,92
36436,0,0,1,84
36437,0,237,0,6
36438,2,2194619,0,1
36439,0,356,0,3
36440,0,0,1,41
36441,9,103,0,1
36442,0,199,0,7
36443,0,1,1,14
36444,0,0,1,279
36445,0,0,1,102
36446,0,0,1,112
36447,0,0,1,101
36448,0,0,1,247
36449,0,227,0,14
36450,0,0,1,1
36451,0,597,0,1
36452,0,0,1,230
36453,40315,1,1,2
36454,0,1032,1,511
36455,0,0,1,211
36456,0,190,0,1
36457,0,192,0,2
36458,0,30,0,1
36459,0,1111,0,1
36460,1,1587,0,1
36461,0,367,0,9
36462,0,211,0,14
36463,0,46,0,218
36464,0,8,1,1
36465,0,0,1,1
36466,0,0,1,267
36467,0,0,1,142
36468,0,12324,0,1
36469,0,0,1,272
36470,0,1,1,2
36471,0,0,1,294
36472,0,297,0,7
36473,0,324,0,9
36474,0,74,0,2
36475,0,0,1,163
36476,0,0,1,296
36477,26508,1,1,2
36478,0,181,0,3
36479,0,30,0,2
36480,1800,146,0,1
36481,0,109,0,280
36482,0,8,1,1
36483,0,0,1,206
36484,0,43,0,6
36485,0,0,1,68
36486,0,228,0,8
36487,0,8,0,1
36488,0,0,1,103
36489,0,91,0,9
36490,0,309,0,8
36491,0,0,1,112
36492,0,0,1,511
36493,0,218,0,7
36494,0,0,1,84
36495,0,0,0,1
36496,0,0,1,1
36497,0,0,1,77
36498,0,1,1,2
36499,0,162,0,1
36500,0,144,0,1
36501,0,46,0,144
36502,0,0,1,117
36503,0,310,0,6
36504,0,1032,1,511
36505,0,0,1,295
36506,0,0,1,234
36507,0,2649,0,1
36508,0,0,1,177
36509,0,0,1,253
36510,0,0,1,244
36511,0,0,1,202
36512,0,269,0,16
36513,0,197,0,15
36514,11,1658,0,1
36515,0,237,0,6
36516,0,239,0,2
36517,2,1146,1,1
36518,27,1469,0,1
36519,0,153,0,1
36520,0,240,0,23
36521,0,41,0,64
36522,0,0,1,268
36523,0,304,0,3
36524,0,0,1,253
36525,1,0,1,145
36526,0,310,0,3
36527,0,304,0,12
36528,0,2191,0,2
36529,0,290,0,16
36530,0,311,0,15
36531,0,0,1,132
36532,0,0,1,282
36533,0,0,1,277
36534,4,4923,0,1
36535,0,0,1,92
36536,0,1,1,12
36537,0,0,1,244
36538,0,43,0,36
36539,0,0,1,273
36540,0,305,0,25
36541,0,46,0,77
36542,0,0,1,169
36543,0,0,1,294
36544,0,0,1,117
36545,0,0,1,219
36546,0,209,0,1
36547,0,0,1,105
36548,0,219,0,11
36549,0,44,0,75
36550,0,0,1,201
36551,0,0,1,2
36552,0,347,0,4
36553,0,0,1,27
36554,0,0,1,293
36555,1,968,0,1
36556,0,233,0,6
36557,0,213,0,9
36558,0,0,1,1
36559,0,44,0,144
36560,0,0,1,54
36561,0,319,0,50
36562,0,0,1,60
36563,0,274,0,3
36564,0,1032,1,269
36565,0,255,0,5
36566,2,2194619,0,2
36567,0,0,1,230
36568,0,283,0,7
36569,0,387,0,8
36570,0,0,1,80
36571,0,0,1,136
36572,0,44,0,65
36573,547,147,0,1
36574,2,610,0,1
36575,0,344,0,21
36576,0,0,1,232
36577,0,105,0,1
36578,0,325,0,9
36579,0,203,0,15
36580,0,1139,0,1
36581,0,43,0,169
36582,0,46,0,80
36583,0,215,1,1
36584,0,8766,0,5
36585,1,105,0,1
36586,1,4115,0,1
36587,37,1590,0,1
36588,0,170,0,1
36589,0,42,0,7
36590,0,46,0,70
36591,0,811,0,1
36592,0,43,0,229
36593,0,230,0,9
36594,0,286,0,1
36595,0,0,1,205
36596,0,197,0,4
36597,0,0,1,13
36598,0,207,1,2
36599,0,1032,1,510
36600,0,0,1,199
36601,0,18,1,1
36602,0,0,1,111
36603,0,0,1,188
36604,0,0,1,263
36605,0,231,0,3
36606,0,12,0,2
36607,0,15876,0,13
36608,40005,1,1,2
36609,0,252,0,4
36610,0,0,0,1
36611,0,45,0,192
36612,0,0,1,201
36613,0,44,0,253
36614,0,44,0,30
36615,0,223,0,2
36616,0,0,1,224
36617,0,0,1,175
36618,0,3909,0,7
36619,0,301,0,21
36620,18,765,0,2
36621,0,0,1,68
36622,1,0,1,159
36623,0,0,1,73
36624,0,214,0,39
36625,0,0,1,240
36626,2,2389,0,1
36627,0,0,1,96
36628,0,323,0,1
36629,0,44,0,214
36630,0,224,0,6
36631,0,0,1,34
36632,0,0,1,234
36633,0,8,1,1
36634,1,1084,0,1
36635,0,0,1,148
36636,0,28,1,98
36637,0,192,0,1
36638,0,796,0,1
36639,10,609,0,1
36640,0,178,0,1
36641,0,35,0,2
36642,0,748,0,1
36643,0,297,0,2
36644,0,219,0,13
36645,0,12,0,2
36646,0,0,1,275
36647,0,317,0,26
36648,0,214,0,44
36649,1,840,0,1
36650,0,8,1,1
36651,0,301,0,5
36652,8,2635,0,1
36653,0,27,0,1
36654,0,0,0,1
36655,0,308,0,1
36656,0,1332,0,1
36657,0,131,0,288
36658,0,199,0,1
36659,0,240,0,1
36660,0,192,0,2
36661,0,229,0,2
36662,0,265,0,4
36663,0,284,0,1
36664,0,66,0,1
36665,0,0,1,61
36666,0,318,0,12
36667,0,8,1,1
36668,0,45,0,176
36669,0,0,1,86
36670,0,46,0,92
36671,0,516,0,302
36672,0,222,0,3
36673,0,0,1,295
36674,0,176,0,11
36675,0,322,0,4
36676,0,1032,1,511
36677,0,0,1,285
36678,0,291,0,6
36679,0,0,1,101
36680,0,46,0,78
36681,0,0,1,130
36682,0,0,1,120
36683,0,235,0,18
36684,2,0,1,429
36685,0,0,0,2
36686,0,0,1,1
36687,0,258,0,1
36688,0,218,0,6
36689,0,0,1,104
36690,0,0,1,224
36691,0,255,0,5
36692,0,0,0,1
36693,0,0,1,60
36694,0,238,0,5
36695,0,0,1,129
36696,0,0,0,1
36697,0,0,1,220
36698,0,0,1,244
36699,0,0,1,132
36700,0,8,1,1
36701,0,762,0,1
36702,0,217,0,13
36703,0,0,0,1
36704,0,0,1,384
36705,0,256,0,7
36706,0,46,0,65
36707,0,241,0,12
36708,0,0,1,150
36709,0,1277,0,1
36710,5060,5133876,1,1
36711,0,146,0,2
36712,0,64,0,1
36713,0,207,0,11
36714,0,271,0,14
36715,0,8,1,1
36716,0,516,0,457
36717,0,334,1,1
36718,1,1119,0,1
36719,0,318,0,5
36720,0,0,1,138
36721,0,379,0,12
36722,0,902,0,1
36723,0,0,1,226
36724,0,0,1,285
36725,0,18,1,1
36726,0,311,0,29
36727,0,0,1,203
36728,0,0,1,203
36729,0,167,0,2
36730,0,0,1,73
36731,150,1587,1,1
36732,0,296,0,18
36733,0,255,0,5
36734,0,0,1,201
36735,0,0,1,229
36736,0,334,1,1
36737,0,43,0,106
36738,0,214,0,4
36739,0,105,0,8
36740,0,45,0,256
36741,0,230,0,1
36742,0,1077,0,2
36743,0,0,1,285
36744,0,0,0,1
36745,0,1257,1,1
36746,0,782,0,1
36747,0,0,1,261
36748,0,336,0,14
36749,2,0,0,1
36750,0,46,0,69
36751,0,0,1,250
36752,0,0,1,79
36753,0,175337,0,2
36754,0,216,0,14
36755,0,211,0,8
36756,0,0,0,1
36757,0,329,0,30
36758,0,44,0,84
36759,0,43,0,286
36760,0,8,1,1
36761,0,0,1,140
36762,0,282,0,7
36763,0,330,0,13
36764,0,0,1,509
36765,0,0,0,1
36766,0,0,1,1
36767,4,100,0,1
36768,0,271,0,2
36769,0,146,0,3
36770,0,0,1,124
36771,8800,1127,0,1
36772,0,196,0,57
36773,0,1556,0,5
36774,0,334,1,2
36775,0,0,1,284
36776,0,1134,0,1
36777,0,5336,0,11
