,0
12695,"ham ../data/inmail.12696
"
12696,"ham ../data/inmail.12697
"
12697,"spam ../data/inmail.12698
"
12698,"spam ../data/inmail.12699
"
12699,"ham ../data/inmail.12700
"
12700,"spam ../data/inmail.12701
"
12701,"spam ../data/inmail.12702
"
12702,"spam ../data/inmail.12703
"
12703,"spam ../data/inmail.12704
"
12704,"spam ../data/inmail.12705
"
12705,"spam ../data/inmail.12706
"
12706,"spam ../data/inmail.12707
"
12707,"spam ../data/inmail.12708
"
12708,"spam ../data/inmail.12709
"
12709,"spam ../data/inmail.12710
"
12710,"ham ../data/inmail.12711
"
12711,"spam ../data/inmail.12712
"
12712,"ham ../data/inmail.12713
"
12713,"spam ../data/inmail.12714
"
12714,"spam ../data/inmail.12715
"
12715,"ham ../data/inmail.12716
"
12716,"spam ../data/inmail.12717
"
12717,"ham ../data/inmail.12718
"
12718,"ham ../data/inmail.12719
"
12719,"spam ../data/inmail.12720
"
12720,"spam ../data/inmail.12721
"
12721,"spam ../data/inmail.12722
"
12722,"spam ../data/inmail.12723
"
12723,"spam ../data/inmail.12724
"
12724,"spam ../data/inmail.12725
"
12725,"spam ../data/inmail.12726
"
12726,"spam ../data/inmail.12727
"
12727,"ham ../data/inmail.12728
"
12728,"ham ../data/inmail.12729
"
12729,"spam ../data/inmail.12730
"
12730,"ham ../data/inmail.12731
"
12731,"spam ../data/inmail.12732
"
12732,"spam ../data/inmail.12733
"
12733,"ham ../data/inmail.12734
"
12734,"ham ../data/inmail.12735
"
12735,"spam ../data/inmail.12736
"
12736,"spam ../data/inmail.12737
"
12737,"spam ../data/inmail.12738
"
12738,"spam ../data/inmail.12739
"
12739,"spam ../data/inmail.12740
"
12740,"ham ../data/inmail.12741
"
12741,"spam ../data/inmail.12742
"
12742,"spam ../data/inmail.12743
"
12743,"spam ../data/inmail.12744
"
12744,"ham ../data/inmail.12745
"
12745,"spam ../data/inmail.12746
"
12746,"spam ../data/inmail.12747
"
12747,"ham ../data/inmail.12748
"
12748,"spam ../data/inmail.12749
"
12749,"ham ../data/inmail.12750
"
12750,"spam ../data/inmail.12751
"
12751,"spam ../data/inmail.12752
"
12752,"ham ../data/inmail.12753
"
12753,"spam ../data/inmail.12754
"
12754,"spam ../data/inmail.12755
"
12755,"spam ../data/inmail.12756
"
12756,"ham ../data/inmail.12757
"
12757,"spam ../data/inmail.12758
"
12758,"spam ../data/inmail.12759
"
12759,"spam ../data/inmail.12760
"
12760,"spam ../data/inmail.12761
"
12761,"ham ../data/inmail.12762
"
12762,"spam ../data/inmail.12763
"
12763,"ham ../data/inmail.12764
"
12764,"spam ../data/inmail.12765
"
12765,"spam ../data/inmail.12766
"
12766,"spam ../data/inmail.12767
"
12767,"spam ../data/inmail.12768
"
12768,"ham ../data/inmail.12769
"
12769,"spam ../data/inmail.12770
"
12770,"ham ../data/inmail.12771
"
12771,"ham ../data/inmail.12772
"
12772,"spam ../data/inmail.12773
"
12773,"spam ../data/inmail.12774
"
12774,"spam ../data/inmail.12775
"
12775,"ham ../data/inmail.12776
"
12776,"ham ../data/inmail.12777
"
12777,"spam ../data/inmail.12778
"
12778,"spam ../data/inmail.12779
"
12779,"ham ../data/inmail.12780
"
12780,"spam ../data/inmail.12781
"
12781,"spam ../data/inmail.12782
"
12782,"spam ../data/inmail.12783
"
12783,"spam ../data/inmail.12784
"
12784,"spam ../data/inmail.12785
"
12785,"spam ../data/inmail.12786
"
12786,"ham ../data/inmail.12787
"
12787,"ham ../data/inmail.12788
"
12788,"spam ../data/inmail.12789
"
12789,"spam ../data/inmail.12790
"
12790,"spam ../data/inmail.12791
"
12791,"spam ../data/inmail.12792
"
12792,"spam ../data/inmail.12793
"
12793,"spam ../data/inmail.12794
"
12794,"spam ../data/inmail.12795
"
12795,"ham ../data/inmail.12796
"
12796,"spam ../data/inmail.12797
"
12797,"ham ../data/inmail.12798
"
12798,"spam ../data/inmail.12799
"
12799,"spam ../data/inmail.12800
"
12800,"spam ../data/inmail.12801
"
12801,"ham ../data/inmail.12802
"
12802,"spam ../data/inmail.12803
"
12803,"spam ../data/inmail.12804
"
12804,"ham ../data/inmail.12805
"
12805,"ham ../data/inmail.12806
"
12806,"spam ../data/inmail.12807
"
12807,"ham ../data/inmail.12808
"
12808,"spam ../data/inmail.12809
"
12809,"ham ../data/inmail.12810
"
12810,"spam ../data/inmail.12811
"
12811,"ham ../data/inmail.12812
"
12812,"ham ../data/inmail.12813
"
12813,"ham ../data/inmail.12814
"
12814,"spam ../data/inmail.12815
"
12815,"spam ../data/inmail.12816
"
12816,"spam ../data/inmail.12817
"
12817,"spam ../data/inmail.12818
"
12818,"spam ../data/inmail.12819
"
12819,"spam ../data/inmail.12820
"
12820,"ham ../data/inmail.12821
"
12821,"spam ../data/inmail.12822
"
12822,"ham ../data/inmail.12823
"
12823,"spam ../data/inmail.12824
"
12824,"ham ../data/inmail.12825
"
12825,"spam ../data/inmail.12826
"
12826,"spam ../data/inmail.12827
"
12827,"spam ../data/inmail.12828
"
12828,"ham ../data/inmail.12829
"
12829,"spam ../data/inmail.12830
"
12830,"spam ../data/inmail.12831
"
12831,"spam ../data/inmail.12832
"
12832,"spam ../data/inmail.12833
"
12833,"spam ../data/inmail.12834
"
12834,"ham ../data/inmail.12835
"
12835,"ham ../data/inmail.12836
"
12836,"ham ../data/inmail.12837
"
12837,"spam ../data/inmail.12838
"
12838,"spam ../data/inmail.12839
"
12839,"spam ../data/inmail.12840
"
12840,"ham ../data/inmail.12841
"
12841,"spam ../data/inmail.12842
"
12842,"spam ../data/inmail.12843
"
12843,"spam ../data/inmail.12844
"
12844,"spam ../data/inmail.12845
"
12845,"ham ../data/inmail.12846
"
12846,"ham ../data/inmail.12847
"
12847,"spam ../data/inmail.12848
"
12848,"spam ../data/inmail.12849
"
12849,"spam ../data/inmail.12850
"
12850,"ham ../data/inmail.12851
"
12851,"spam ../data/inmail.12852
"
12852,"spam ../data/inmail.12853
"
12853,"spam ../data/inmail.12854
"
12854,"spam ../data/inmail.12855
"
12855,"spam ../data/inmail.12856
"
12856,"spam ../data/inmail.12857
"
12857,"spam ../data/inmail.12858
"
12858,"spam ../data/inmail.12859
"
12859,"spam ../data/inmail.12860
"
12860,"spam ../data/inmail.12861
"
12861,"spam ../data/inmail.12862
"
12862,"spam ../data/inmail.12863
"
12863,"spam ../data/inmail.12864
"
12864,"ham ../data/inmail.12865
"
12865,"spam ../data/inmail.12866
"
12866,"ham ../data/inmail.12867
"
12867,"spam ../data/inmail.12868
"
12868,"ham ../data/inmail.12869
"
12869,"spam ../data/inmail.12870
"
12870,"spam ../data/inmail.12871
"
12871,"spam ../data/inmail.12872
"
12872,"spam ../data/inmail.12873
"
12873,"ham ../data/inmail.12874
"
12874,"spam ../data/inmail.12875
"
12875,"spam ../data/inmail.12876
"
12876,"ham ../data/inmail.12877
"
12877,"spam ../data/inmail.12878
"
12878,"spam ../data/inmail.12879
"
12879,"spam ../data/inmail.12880
"
12880,"spam ../data/inmail.12881
"
12881,"spam ../data/inmail.12882
"
12882,"spam ../data/inmail.12883
"
12883,"ham ../data/inmail.12884
"
12884,"spam ../data/inmail.12885
"
12885,"spam ../data/inmail.12886
"
12886,"spam ../data/inmail.12887
"
12887,"spam ../data/inmail.12888
"
12888,"spam ../data/inmail.12889
"
12889,"ham ../data/inmail.12890
"
12890,"ham ../data/inmail.12891
"
12891,"ham ../data/inmail.12892
"
12892,"ham ../data/inmail.12893
"
12893,"spam ../data/inmail.12894
"
12894,"ham ../data/inmail.12895
"
12895,"spam ../data/inmail.12896
"
12896,"ham ../data/inmail.12897
"
12897,"ham ../data/inmail.12898
"
12898,"ham ../data/inmail.12899
"
12899,"spam ../data/inmail.12900
"
12900,"ham ../data/inmail.12901
"
12901,"spam ../data/inmail.12902
"
12902,"spam ../data/inmail.12903
"
12903,"ham ../data/inmail.12904
"
12904,"spam ../data/inmail.12905
"
12905,"spam ../data/inmail.12906
"
12906,"spam ../data/inmail.12907
"
12907,"spam ../data/inmail.12908
"
12908,"spam ../data/inmail.12909
"
12909,"ham ../data/inmail.12910
"
12910,"spam ../data/inmail.12911
"
12911,"spam ../data/inmail.12912
"
12912,"ham ../data/inmail.12913
"
12913,"spam ../data/inmail.12914
"
12914,"ham ../data/inmail.12915
"
12915,"spam ../data/inmail.12916
"
12916,"ham ../data/inmail.12917
"
12917,"spam ../data/inmail.12918
"
12918,"spam ../data/inmail.12919
"
12919,"ham ../data/inmail.12920
"
12920,"spam ../data/inmail.12921
"
12921,"spam ../data/inmail.12922
"
12922,"spam ../data/inmail.12923
"
12923,"spam ../data/inmail.12924
"
12924,"spam ../data/inmail.12925
"
12925,"ham ../data/inmail.12926
"
12926,"spam ../data/inmail.12927
"
12927,"ham ../data/inmail.12928
"
12928,"spam ../data/inmail.12929
"
12929,"spam ../data/inmail.12930
"
12930,"spam ../data/inmail.12931
"
12931,"ham ../data/inmail.12932
"
12932,"ham ../data/inmail.12933
"
12933,"ham ../data/inmail.12934
"
12934,"spam ../data/inmail.12935
"
12935,"ham ../data/inmail.12936
"
12936,"ham ../data/inmail.12937
"
12937,"ham ../data/inmail.12938
"
12938,"spam ../data/inmail.12939
"
12939,"spam ../data/inmail.12940
"
12940,"ham ../data/inmail.12941
"
12941,"ham ../data/inmail.12942
"
12942,"spam ../data/inmail.12943
"
12943,"ham ../data/inmail.12944
"
12944,"ham ../data/inmail.12945
"
12945,"ham ../data/inmail.12946
"
12946,"ham ../data/inmail.12947
"
12947,"spam ../data/inmail.12948
"
12948,"ham ../data/inmail.12949
"
12949,"ham ../data/inmail.12950
"
12950,"ham ../data/inmail.12951
"
12951,"ham ../data/inmail.12952
"
12952,"spam ../data/inmail.12953
"
12953,"ham ../data/inmail.12954
"
12954,"ham ../data/inmail.12955
"
12955,"spam ../data/inmail.12956
"
12956,"spam ../data/inmail.12957
"
12957,"spam ../data/inmail.12958
"
12958,"spam ../data/inmail.12959
"
12959,"spam ../data/inmail.12960
"
12960,"spam ../data/inmail.12961
"
12961,"ham ../data/inmail.12962
"
12962,"ham ../data/inmail.12963
"
12963,"spam ../data/inmail.12964
"
12964,"ham ../data/inmail.12965
"
12965,"ham ../data/inmail.12966
"
12966,"ham ../data/inmail.12967
"
12967,"ham ../data/inmail.12968
"
12968,"spam ../data/inmail.12969
"
12969,"spam ../data/inmail.12970
"
12970,"spam ../data/inmail.12971
"
12971,"spam ../data/inmail.12972
"
12972,"spam ../data/inmail.12973
"
12973,"spam ../data/inmail.12974
"
12974,"spam ../data/inmail.12975
"
12975,"ham ../data/inmail.12976
"
12976,"ham ../data/inmail.12977
"
12977,"spam ../data/inmail.12978
"
12978,"spam ../data/inmail.12979
"
12979,"ham ../data/inmail.12980
"
12980,"spam ../data/inmail.12981
"
12981,"spam ../data/inmail.12982
"
12982,"spam ../data/inmail.12983
"
12983,"spam ../data/inmail.12984
"
12984,"ham ../data/inmail.12985
"
12985,"ham ../data/inmail.12986
"
12986,"spam ../data/inmail.12987
"
12987,"spam ../data/inmail.12988
"
12988,"ham ../data/inmail.12989
"
12989,"spam ../data/inmail.12990
"
12990,"ham ../data/inmail.12991
"
12991,"ham ../data/inmail.12992
"
12992,"spam ../data/inmail.12993
"
12993,"spam ../data/inmail.12994
"
12994,"spam ../data/inmail.12995
"
12995,"spam ../data/inmail.12996
"
12996,"spam ../data/inmail.12997
"
12997,"spam ../data/inmail.12998
"
12998,"spam ../data/inmail.12999
"
12999,"ham ../data/inmail.13000
"
13000,"spam ../data/inmail.13001
"
13001,"ham ../data/inmail.13002
"
13002,"ham ../data/inmail.13003
"
13003,"ham ../data/inmail.13004
"
13004,"spam ../data/inmail.13005
"
13005,"spam ../data/inmail.13006
"
13006,"spam ../data/inmail.13007
"
13007,"spam ../data/inmail.13008
"
13008,"ham ../data/inmail.13009
"
13009,"ham ../data/inmail.13010
"
13010,"spam ../data/inmail.13011
"
13011,"spam ../data/inmail.13012
"
13012,"ham ../data/inmail.13013
"
13013,"spam ../data/inmail.13014
"
13014,"ham ../data/inmail.13015
"
13015,"ham ../data/inmail.13016
"
13016,"ham ../data/inmail.13017
"
13017,"spam ../data/inmail.13018
"
13018,"spam ../data/inmail.13019
"
13019,"spam ../data/inmail.13020
"
13020,"spam ../data/inmail.13021
"
13021,"spam ../data/inmail.13022
"
13022,"spam ../data/inmail.13023
"
13023,"spam ../data/inmail.13024
"
13024,"ham ../data/inmail.13025
"
13025,"spam ../data/inmail.13026
"
13026,"ham ../data/inmail.13027
"
13027,"spam ../data/inmail.13028
"
13028,"ham ../data/inmail.13029
"
13029,"ham ../data/inmail.13030
"
13030,"spam ../data/inmail.13031
"
13031,"spam ../data/inmail.13032
"
13032,"spam ../data/inmail.13033
"
13033,"spam ../data/inmail.13034
"
13034,"spam ../data/inmail.13035
"
13035,"spam ../data/inmail.13036
"
13036,"ham ../data/inmail.13037
"
13037,"spam ../data/inmail.13038
"
13038,"spam ../data/inmail.13039
"
13039,"spam ../data/inmail.13040
"
13040,"ham ../data/inmail.13041
"
13041,"ham ../data/inmail.13042
"
13042,"ham ../data/inmail.13043
"
13043,"spam ../data/inmail.13044
"
13044,"spam ../data/inmail.13045
"
13045,"spam ../data/inmail.13046
"
13046,"spam ../data/inmail.13047
"
13047,"spam ../data/inmail.13048
"
13048,"spam ../data/inmail.13049
"
13049,"ham ../data/inmail.13050
"
13050,"ham ../data/inmail.13051
"
13051,"spam ../data/inmail.13052
"
13052,"spam ../data/inmail.13053
"
13053,"spam ../data/inmail.13054
"
13054,"ham ../data/inmail.13055
"
13055,"spam ../data/inmail.13056
"
13056,"ham ../data/inmail.13057
"
13057,"spam ../data/inmail.13058
"
13058,"ham ../data/inmail.13059
"
13059,"spam ../data/inmail.13060
"
13060,"spam ../data/inmail.13061
"
13061,"spam ../data/inmail.13062
"
13062,"spam ../data/inmail.13063
"
13063,"spam ../data/inmail.13064
"
13064,"spam ../data/inmail.13065
"
13065,"spam ../data/inmail.13066
"
13066,"spam ../data/inmail.13067
"
13067,"ham ../data/inmail.13068
"
13068,"spam ../data/inmail.13069
"
13069,"ham ../data/inmail.13070
"
13070,"spam ../data/inmail.13071
"
13071,"spam ../data/inmail.13072
"
13072,"ham ../data/inmail.13073
"
13073,"spam ../data/inmail.13074
"
13074,"spam ../data/inmail.13075
"
13075,"ham ../data/inmail.13076
"
13076,"spam ../data/inmail.13077
"
13077,"ham ../data/inmail.13078
"
13078,"ham ../data/inmail.13079
"
13079,"ham ../data/inmail.13080
"
13080,"ham ../data/inmail.13081
"
13081,"spam ../data/inmail.13082
"
13082,"ham ../data/inmail.13083
"
13083,"ham ../data/inmail.13084
"
13084,"ham ../data/inmail.13085
"
13085,"spam ../data/inmail.13086
"
13086,"ham ../data/inmail.13087
"
13087,"spam ../data/inmail.13088
"
13088,"spam ../data/inmail.13089
"
13089,"ham ../data/inmail.13090
"
13090,"ham ../data/inmail.13091
"
13091,"spam ../data/inmail.13092
"
13092,"ham ../data/inmail.13093
"
13093,"spam ../data/inmail.13094
"
13094,"ham ../data/inmail.13095
"
13095,"ham ../data/inmail.13096
"
13096,"spam ../data/inmail.13097
"
13097,"spam ../data/inmail.13098
"
13098,"ham ../data/inmail.13099
"
13099,"spam ../data/inmail.13100
"
13100,"spam ../data/inmail.13101
"
13101,"spam ../data/inmail.13102
"
13102,"spam ../data/inmail.13103
"
13103,"ham ../data/inmail.13104
"
13104,"spam ../data/inmail.13105
"
13105,"spam ../data/inmail.13106
"
13106,"spam ../data/inmail.13107
"
13107,"spam ../data/inmail.13108
"
13108,"spam ../data/inmail.13109
"
13109,"spam ../data/inmail.13110
"
13110,"spam ../data/inmail.13111
"
13111,"ham ../data/inmail.13112
"
13112,"spam ../data/inmail.13113
"
13113,"spam ../data/inmail.13114
"
13114,"spam ../data/inmail.13115
"
13115,"ham ../data/inmail.13116
"
13116,"ham ../data/inmail.13117
"
13117,"ham ../data/inmail.13118
"
13118,"spam ../data/inmail.13119
"
13119,"ham ../data/inmail.13120
"
13120,"ham ../data/inmail.13121
"
13121,"spam ../data/inmail.13122
"
13122,"spam ../data/inmail.13123
"
13123,"ham ../data/inmail.13124
"
13124,"spam ../data/inmail.13125
"
13125,"spam ../data/inmail.13126
"
13126,"ham ../data/inmail.13127
"
13127,"spam ../data/inmail.13128
"
13128,"ham ../data/inmail.13129
"
13129,"ham ../data/inmail.13130
"
13130,"spam ../data/inmail.13131
"
13131,"spam ../data/inmail.13132
"
13132,"spam ../data/inmail.13133
"
13133,"ham ../data/inmail.13134
"
13134,"spam ../data/inmail.13135
"
13135,"spam ../data/inmail.13136
"
13136,"spam ../data/inmail.13137
"
13137,"spam ../data/inmail.13138
"
13138,"spam ../data/inmail.13139
"
13139,"ham ../data/inmail.13140
"
13140,"ham ../data/inmail.13141
"
13141,"ham ../data/inmail.13142
"
13142,"ham ../data/inmail.13143
"
13143,"ham ../data/inmail.13144
"
13144,"ham ../data/inmail.13145
"
13145,"spam ../data/inmail.13146
"
13146,"spam ../data/inmail.13147
"
13147,"spam ../data/inmail.13148
"
13148,"ham ../data/inmail.13149
"
13149,"ham ../data/inmail.13150
"
13150,"spam ../data/inmail.13151
"
13151,"spam ../data/inmail.13152
"
13152,"spam ../data/inmail.13153
"
13153,"ham ../data/inmail.13154
"
13154,"spam ../data/inmail.13155
"
13155,"ham ../data/inmail.13156
"
13156,"spam ../data/inmail.13157
"
13157,"ham ../data/inmail.13158
"
13158,"spam ../data/inmail.13159
"
13159,"spam ../data/inmail.13160
"
13160,"spam ../data/inmail.13161
"
13161,"spam ../data/inmail.13162
"
13162,"spam ../data/inmail.13163
"
13163,"ham ../data/inmail.13164
"
13164,"spam ../data/inmail.13165
"
13165,"spam ../data/inmail.13166
"
13166,"spam ../data/inmail.13167
"
13167,"ham ../data/inmail.13168
"
13168,"ham ../data/inmail.13169
"
13169,"ham ../data/inmail.13170
"
13170,"spam ../data/inmail.13171
"
13171,"spam ../data/inmail.13172
"
13172,"ham ../data/inmail.13173
"
13173,"spam ../data/inmail.13174
"
13174,"ham ../data/inmail.13175
"
13175,"spam ../data/inmail.13176
"
13176,"spam ../data/inmail.13177
"
13177,"ham ../data/inmail.13178
"
13178,"spam ../data/inmail.13179
"
13179,"ham ../data/inmail.13180
"
13180,"spam ../data/inmail.13181
"
13181,"spam ../data/inmail.13182
"
13182,"ham ../data/inmail.13183
"
13183,"spam ../data/inmail.13184
"
13184,"spam ../data/inmail.13185
"
13185,"spam ../data/inmail.13186
"
13186,"spam ../data/inmail.13187
"
13187,"spam ../data/inmail.13188
"
13188,"ham ../data/inmail.13189
"
13189,"spam ../data/inmail.13190
"
13190,"ham ../data/inmail.13191
"
13191,"spam ../data/inmail.13192
"
13192,"spam ../data/inmail.13193
"
13193,"spam ../data/inmail.13194
"
13194,"ham ../data/inmail.13195
"
13195,"ham ../data/inmail.13196
"
13196,"ham ../data/inmail.13197
"
13197,"spam ../data/inmail.13198
"
13198,"ham ../data/inmail.13199
"
13199,"ham ../data/inmail.13200
"
13200,"spam ../data/inmail.13201
"
13201,"ham ../data/inmail.13202
"
13202,"spam ../data/inmail.13203
"
13203,"spam ../data/inmail.13204
"
13204,"spam ../data/inmail.13205
"
13205,"ham ../data/inmail.13206
"
13206,"ham ../data/inmail.13207
"
13207,"spam ../data/inmail.13208
"
13208,"spam ../data/inmail.13209
"
13209,"ham ../data/inmail.13210
"
13210,"spam ../data/inmail.13211
"
13211,"spam ../data/inmail.13212
"
13212,"spam ../data/inmail.13213
"
13213,"ham ../data/inmail.13214
"
13214,"ham ../data/inmail.13215
"
13215,"spam ../data/inmail.13216
"
13216,"spam ../data/inmail.13217
"
13217,"ham ../data/inmail.13218
"
13218,"spam ../data/inmail.13219
"
13219,"spam ../data/inmail.13220
"
13220,"spam ../data/inmail.13221
"
13221,"spam ../data/inmail.13222
"
13222,"ham ../data/inmail.13223
"
13223,"spam ../data/inmail.13224
"
13224,"ham ../data/inmail.13225
"
13225,"spam ../data/inmail.13226
"
13226,"ham ../data/inmail.13227
"
13227,"spam ../data/inmail.13228
"
13228,"ham ../data/inmail.13229
"
13229,"ham ../data/inmail.13230
"
13230,"ham ../data/inmail.13231
"
13231,"spam ../data/inmail.13232
"
13232,"ham ../data/inmail.13233
"
13233,"ham ../data/inmail.13234
"
13234,"ham ../data/inmail.13235
"
13235,"ham ../data/inmail.13236
"
13236,"spam ../data/inmail.13237
"
13237,"spam ../data/inmail.13238
"
13238,"spam ../data/inmail.13239
"
13239,"ham ../data/inmail.13240
"
13240,"spam ../data/inmail.13241
"
13241,"ham ../data/inmail.13242
"
13242,"ham ../data/inmail.13243
"
13243,"spam ../data/inmail.13244
"
13244,"ham ../data/inmail.13245
"
13245,"ham ../data/inmail.13246
"
13246,"ham ../data/inmail.13247
"
13247,"spam ../data/inmail.13248
"
13248,"spam ../data/inmail.13249
"
13249,"ham ../data/inmail.13250
"
13250,"ham ../data/inmail.13251
"
13251,"ham ../data/inmail.13252
"
13252,"spam ../data/inmail.13253
"
13253,"spam ../data/inmail.13254
"
13254,"ham ../data/inmail.13255
"
13255,"spam ../data/inmail.13256
"
13256,"ham ../data/inmail.13257
"
13257,"spam ../data/inmail.13258
"
13258,"ham ../data/inmail.13259
"
13259,"ham ../data/inmail.13260
"
13260,"ham ../data/inmail.13261
"
13261,"spam ../data/inmail.13262
"
13262,"spam ../data/inmail.13263
"
13263,"spam ../data/inmail.13264
"
13264,"spam ../data/inmail.13265
"
13265,"spam ../data/inmail.13266
"
13266,"spam ../data/inmail.13267
"
13267,"spam ../data/inmail.13268
"
13268,"ham ../data/inmail.13269
"
13269,"spam ../data/inmail.13270
"
13270,"ham ../data/inmail.13271
"
13271,"ham ../data/inmail.13272
"
13272,"spam ../data/inmail.13273
"
13273,"spam ../data/inmail.13274
"
13274,"spam ../data/inmail.13275
"
13275,"spam ../data/inmail.13276
"
13276,"ham ../data/inmail.13277
"
13277,"ham ../data/inmail.13278
"
13278,"ham ../data/inmail.13279
"
13279,"ham ../data/inmail.13280
"
13280,"spam ../data/inmail.13281
"
13281,"ham ../data/inmail.13282
"
13282,"spam ../data/inmail.13283
"
13283,"ham ../data/inmail.13284
"
13284,"spam ../data/inmail.13285
"
13285,"spam ../data/inmail.13286
"
13286,"spam ../data/inmail.13287
"
13287,"spam ../data/inmail.13288
"
13288,"spam ../data/inmail.13289
"
13289,"ham ../data/inmail.13290
"
13290,"spam ../data/inmail.13291
"
13291,"spam ../data/inmail.13292
"
13292,"spam ../data/inmail.13293
"
13293,"spam ../data/inmail.13294
"
13294,"spam ../data/inmail.13295
"
13295,"spam ../data/inmail.13296
"
13296,"spam ../data/inmail.13297
"
13297,"ham ../data/inmail.13298
"
13298,"spam ../data/inmail.13299
"
13299,"spam ../data/inmail.13300
"
13300,"spam ../data/inmail.13301
"
13301,"spam ../data/inmail.13302
"
13302,"spam ../data/inmail.13303
"
13303,"spam ../data/inmail.13304
"
13304,"spam ../data/inmail.13305
"
13305,"spam ../data/inmail.13306
"
13306,"spam ../data/inmail.13307
"
13307,"spam ../data/inmail.13308
"
13308,"spam ../data/inmail.13309
"
13309,"spam ../data/inmail.13310
"
13310,"spam ../data/inmail.13311
"
13311,"spam ../data/inmail.13312
"
13312,"spam ../data/inmail.13313
"
13313,"spam ../data/inmail.13314
"
13314,"ham ../data/inmail.13315
"
13315,"spam ../data/inmail.13316
"
13316,"ham ../data/inmail.13317
"
13317,"spam ../data/inmail.13318
"
13318,"spam ../data/inmail.13319
"
13319,"spam ../data/inmail.13320
"
13320,"spam ../data/inmail.13321
"
13321,"ham ../data/inmail.13322
"
13322,"ham ../data/inmail.13323
"
13323,"spam ../data/inmail.13324
"
13324,"ham ../data/inmail.13325
"
13325,"spam ../data/inmail.13326
"
13326,"spam ../data/inmail.13327
"
13327,"spam ../data/inmail.13328
"
13328,"ham ../data/inmail.13329
"
13329,"spam ../data/inmail.13330
"
13330,"spam ../data/inmail.13331
"
13331,"spam ../data/inmail.13332
"
13332,"spam ../data/inmail.13333
"
13333,"spam ../data/inmail.13334
"
13334,"spam ../data/inmail.13335
"
13335,"spam ../data/inmail.13336
"
13336,"ham ../data/inmail.13337
"
13337,"ham ../data/inmail.13338
"
13338,"spam ../data/inmail.13339
"
13339,"spam ../data/inmail.13340
"
13340,"spam ../data/inmail.13341
"
13341,"spam ../data/inmail.13342
"
13342,"spam ../data/inmail.13343
"
13343,"spam ../data/inmail.13344
"
13344,"spam ../data/inmail.13345
"
13345,"spam ../data/inmail.13346
"
13346,"spam ../data/inmail.13347
"
13347,"spam ../data/inmail.13348
"
13348,"spam ../data/inmail.13349
"
13349,"spam ../data/inmail.13350
"
13350,"ham ../data/inmail.13351
"
13351,"spam ../data/inmail.13352
"
13352,"spam ../data/inmail.13353
"
13353,"spam ../data/inmail.13354
"
13354,"ham ../data/inmail.13355
"
13355,"spam ../data/inmail.13356
"
13356,"spam ../data/inmail.13357
"
13357,"ham ../data/inmail.13358
"
13358,"spam ../data/inmail.13359
"
13359,"spam ../data/inmail.13360
"
13360,"ham ../data/inmail.13361
"
13361,"spam ../data/inmail.13362
"
13362,"ham ../data/inmail.13363
"
13363,"spam ../data/inmail.13364
"
13364,"spam ../data/inmail.13365
"
13365,"spam ../data/inmail.13366
"
13366,"ham ../data/inmail.13367
"
13367,"ham ../data/inmail.13368
"
13368,"spam ../data/inmail.13369
"
13369,"spam ../data/inmail.13370
"
13370,"spam ../data/inmail.13371
"
13371,"spam ../data/inmail.13372
"
13372,"spam ../data/inmail.13373
"
13373,"spam ../data/inmail.13374
"
13374,"spam ../data/inmail.13375
"
13375,"spam ../data/inmail.13376
"
13376,"spam ../data/inmail.13377
"
13377,"ham ../data/inmail.13378
"
13378,"spam ../data/inmail.13379
"
13379,"spam ../data/inmail.13380
"
13380,"spam ../data/inmail.13381
"
13381,"spam ../data/inmail.13382
"
13382,"spam ../data/inmail.13383
"
13383,"spam ../data/inmail.13384
"
13384,"ham ../data/inmail.13385
"
13385,"spam ../data/inmail.13386
"
13386,"ham ../data/inmail.13387
"
13387,"ham ../data/inmail.13388
"
13388,"spam ../data/inmail.13389
"
13389,"spam ../data/inmail.13390
"
13390,"ham ../data/inmail.13391
"
13391,"spam ../data/inmail.13392
"
13392,"ham ../data/inmail.13393
"
13393,"spam ../data/inmail.13394
"
13394,"spam ../data/inmail.13395
"
13395,"spam ../data/inmail.13396
"
13396,"ham ../data/inmail.13397
"
13397,"ham ../data/inmail.13398
"
13398,"ham ../data/inmail.13399
"
13399,"spam ../data/inmail.13400
"
13400,"ham ../data/inmail.13401
"
13401,"spam ../data/inmail.13402
"
13402,"spam ../data/inmail.13403
"
13403,"spam ../data/inmail.13404
"
13404,"spam ../data/inmail.13405
"
13405,"spam ../data/inmail.13406
"
13406,"spam ../data/inmail.13407
"
13407,"spam ../data/inmail.13408
"
13408,"spam ../data/inmail.13409
"
13409,"spam ../data/inmail.13410
"
13410,"spam ../data/inmail.13411
"
13411,"spam ../data/inmail.13412
"
13412,"spam ../data/inmail.13413
"
13413,"spam ../data/inmail.13414
"
13414,"spam ../data/inmail.13415
"
13415,"spam ../data/inmail.13416
"
13416,"spam ../data/inmail.13417
"
13417,"spam ../data/inmail.13418
"
13418,"ham ../data/inmail.13419
"
13419,"ham ../data/inmail.13420
"
13420,"spam ../data/inmail.13421
"
13421,"spam ../data/inmail.13422
"
13422,"spam ../data/inmail.13423
"
13423,"ham ../data/inmail.13424
"
13424,"spam ../data/inmail.13425
"
13425,"spam ../data/inmail.13426
"
13426,"ham ../data/inmail.13427
"
13427,"spam ../data/inmail.13428
"
13428,"spam ../data/inmail.13429
"
13429,"spam ../data/inmail.13430
"
13430,"spam ../data/inmail.13431
"
